id	title	author	author_norm	GND	date	series	genre	publisher	license	tokenCount				
k00300000798	Tödlicher Schnee	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	47977				
k00300000799	24 Stunden für McKing	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	49840				
k00300000800	Der Tod im Fernsehstudio	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	47958				
k00300000801	Der Feind im Dunkeln	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	46121				
k00300000802	Der Tod für 20 Dollar	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	43907				
k00300000803	Mordnacht in Manhattan	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	40484				
k00300000804	Ein teuflischer Plan	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	40201				
k00300000805	Mordsaison	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	45949				
k00300000806	Infight mit dem FBI	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	45913				
k00300000807	Der eiskalte Tod	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	47938				
k00300000808	Heroin auf nackter Haut	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	46115				
k00300000809	Klinik der grausamen Frauen	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	46468				
k00300000810	Wild wie eine Harlem-Katze	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	48224				
k00300000811	Du musst sterben, Lady!	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	47375				
k00300000812	Die Florida-Killer	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	48074				
k00300000813	In der siebten Hölle	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	49233				
k00300000814	Das siebte Opfer	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	49675				
k00300000815	Todesspur der Rache	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	49654				
k00300000816	Blutgeld	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	46407				
k00300000817	Der Boss, den keiner kannte	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi	Bastei	restricted	44387				
k00300000818	Duell mit dem Ceynach	Horst Gehrmann Ewers	Ewers, Horst Gehrmann	349398941	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	29606				
k00300000819	Das Erbe der Yulocs	Clark Darlton	Darlton, Clark	119077752	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	32801				
k00300000820	Die fliegenden Städte	Hans Kneifel	Kneifel, Hans	120242117	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	29287				
k00300000821	Ruf aus der Unendlichkeit	Hans Gerhard Francis	Francis, Hans Gerhard	10702327X	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	31869				
k00300000822	Die psionische Jagd	Kurt Mahr	Mahr, Kurt	123137179	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	32092				
k00300000823	Aufstand der Mucton-Yul	Horst Gehrmann Ewers	Ewers, Horst Gehrmann	349398941	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	31263				
k00300000824	Das steinerne Gehirn	William Voltz	Voltz, William	106915185	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	31779				
k00300000825	Der Raytscha stirbt	Hans Gerhard Francis	Francis, Hans Gerhard	10702327X	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	32935				
k00300000826	Der Fremde von Catron	Hans Kneifel	Kneifel, Hans	120242117	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	30428				
k00300000827	Der Konterplan	Ernst Vlcek	Vlcek, Ernst	123789788	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	30924				
k00300000828	Der Tod des Großadministrators	Kurt Mahr	Mahr, Kurt	123137179	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	32544				
k00300000829	Das verrückte Gehirn	William Voltz	Voltz, William	106915185	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	32146				
k00300000830	Das Geisterspiel	Horst Gehrmann Ewers	Ewers, Horst Gehrmann	349398941	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	29967				
k00300000831	Die Flotte der Selbstmörder	Hans Gerhard Francis	Francis, Hans Gerhard	10702327X	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	33837				
k00300000832	Planet der stillen Wächter	Ernst Vlcek	Vlcek, Ernst	123789788	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	30698				
k00300000833	Goliath aus der Vergangenheit	Hans Kneifel	Kneifel, Hans	120242117	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	29894				
k00300000834	Die Catron-Ader	Kurt Mahr	Mahr, Kurt	123137179	1973	Perry Rhodan	scifi	Pabel-Moewig	restricted	32916				
k00300000835	Kontakte mit der Ewigkeit	William Voltz	Voltz, William	106915185	1974	Perry Rhodan	scifi	Pabel-Moewig	restricted	30616				
k00300000836	Intrigen auf Payntec	Horst Gehrmann Ewers	Ewers, Horst Gehrmann	349398941	1974	Perry Rhodan	scifi	Pabel-Moewig	restricted	30863				
k00300000837	Der Kampf mit dem Yuloc	Clark Darlton	Darlton, Clark	119077752	1974	Perry Rhodan	scifi	Pabel-Moewig	restricted	31458				
k00300000838	Schach der Finsternis	Kurt Mahr	Mahr, Kurt	123137179	1974	Perry Rhodan	scifi	Pabel-Moewig	restricted	32171				
k00300000839	Der Champagner-Pakt	None None	None, None		2015	Julia	liebe	Cora	restricted	37773				
k00300000840	Wem gehört nur dein Herz?	None None	None, None		2008	Julia	liebe	Cora	restricted	42894				
k00300000841	Heißes Happy End in Griechenland	Natasha Oakley	Oakley, Natasha		2009	Julia	liebe	Cora	restricted	40914				
k00300000842	Ein Milliardär verschenkt sein Herz	Jackie Brown	Brown, Jackie		2011	Julia	liebe	Cora	restricted	42981				
k00300000843	Auf der Jacht des italienischen Millionärs	Sabrina Philips	Philips, Sabrina		2011	Julia	liebe	Cora	restricted	41557				
k00300000844	Sag Ja, ich will!	Stacy Connelly	Connelly, Stacy		2011	Julia	liebe	Cora	restricted	42041				
k00300000845	Verführt am Valentinstag?	Brenda Jackson	Jackson, Brenda		2011	Julia	liebe	Cora	restricted	42009				
k00300000846	Geküsst von einem Scheich	Lynn Raye Harris	Harris, Lynn Raye		2011	Julia	liebe	Cora	restricted	40843				
k00300000847	Keine Chance für die Liebe?	Charlotte Mortimer	Mortimer, Charlotte		2011	Julia	liebe	Cora	restricted	41442				
k00300000848	Vorsicht, Herzensbrecher!	Lindsay Armstrong	Armstrong, Lindsay		2011	Julia	liebe	Cora	restricted	42596				
k00300000849	Der Milliardär und das Zimmermädchen	Lynne Graham	Graham, Lynne		2013	Julia	liebe	Cora	restricted	42066				
k00300000850	Die Schöne und der Scheich	Maisey Yates	Yates, Maisey		2013	Julia	liebe	Cora	restricted	50897				
k00300000851	Ja, ich will – ein Date mit dir!	Susan Mallery	Mallery, Susan		2013	Julia	liebe	Cora	restricted	29438				
k00300000852	Mit Prinz Charming auf dem Traumschiff	Fiona McArthur	McArthur, Fiona		2013	Julia	liebe	Cora	restricted	43773				
k00300000853	Sommerhimmel für zwei	Stephanie Bond	Bond, Stephanie		2013	Julia	liebe	Cora	restricted	27276				
k00300000854	Das Glück trägt wieder deinen Namen	Leah Ashton	Ashton, Leah		2014	Julia	liebe	Cora	restricted	39656				
k00300000855	So schön und doch so kalt?	Kim Lawrence	Lawrence, Kim		2014	Julia	liebe	Cora	restricted	41648				
k00300000856	Verlieb dich nicht in deinen Boss!	Emma Darcy	Darcy, Emma		2014	Julia	liebe	Cora	restricted	41544				
k00300000857	Sag mir: Ist es Liebe?	Lucy Monroe	Monroe, Lucy		2014	Julia	liebe	Cora	restricted	41609				
k00300000858	Alles Lüge! Oder Liebe?	Sophie Pembroke	Pembroke, Sophie		2015	Julia	liebe	Cora	restricted	41742				
k00300000859	Eine Nacht, ein Jahr – ein Leben?	Jennifer Lucas	Lucas, Jennifer		2015	Julia	liebe	Cora	restricted	43665				
k00300000860	Gerettet von einem Traumprinzen	Winters Rebecca	Rebecca, Winters		2015	Julia	liebe	Cora	restricted	20437				
k00300000861	Liebessommer auf Sizilien	Smart Michelle	Michelle, Smart		2015	Julia	liebe	Cora	restricted	42088				
k00300000862	Verführt von einem Playboy-Scheich	Harris Lynn Raye	Lynn Raye, Harris		2015	Julia	liebe	Cora	restricted	42743				
k00300000863	Verführt von einem italienischen Playboy	Kenny Janette	Janette, Kenny		2015	Julia	liebe	Cora	restricted	40201				
k00300000864	Der falsche Verlobte – der richtige Mann?	Graham Lynne	Lynne, Graham		2015	Julia	liebe	Cora	restricted	18264				
k00300000865	Wenn ein Milliardär dich begehrt	Kendrick Sharon	Sharon, Kendrick		2015	Julia	liebe	Cora	restricted	42693				
k00300000866	Das heiße Herz der Wüstenprinzessin	Marinelli Carol	Carol, Marinelli		2015	Julia	liebe	Cora	restricted	43989				
k00300000867	Was schenkt man einem Millionär?	Gordon Lucy	Lucy, Gordon		2015	Julia	liebe	Cora	restricted	33125				
k00300000868	Im Bann des griechischen Milliardärs	Kendrick Sharon	Sharon, Kendrick		2016	Julia	liebe	Cora	restricted	42162				
k00300000869	Küsse – heißer als Wüstenwind	Marinelli Carol	Carol, Marinelli		2016	Julia	liebe	Cora	restricted	41961				
k00300000870	Mit dir auf unserer Insel der Träume	Kim Lawrence	Lawrence, Kim		2016	Julia	liebe	Cora	restricted	38588				
k00300000871	Diamanten für die Ewigkeit	Jerry Cotton	Cotton, Jerry	1056019786	2010	Jerry Cotton	krimi	Bastei	restricted	29878				
k00300000872	Wir unter Mordverdacht	Jerry Cotton	Cotton, Jerry	1056019787	2010	Jerry Cotton	krimi	Bastei	restricted	30601				
k00300000873	Der Stich der Wespe	Jerry Cotton	Cotton, Jerry	1056019788	2010	Jerry Cotton	krimi	Bastei	restricted	33532				
k00300000874	Der Rattenprinz	Jerry Cotton	Cotton, Jerry	1056019789	2010	Jerry Cotton	krimi	Bastei	restricted	29274				
k00300000875	Kinderhandel	Jerry Cotton	Cotton, Jerry	1056019790	2010	Jerry Cotton	krimi	Bastei	restricted	33333				
k00300000876	Mord in der 2. Position	Jerry Cotton	Cotton, Jerry	1056019791	2010	Jerry Cotton	krimi	Bastei	restricted	31734				
k00300000877	Tu Buße und stirb	Jerry Cotton	Cotton, Jerry	1056019792	2010	Jerry Cotton	krimi	Bastei	restricted	30860				
k00300000878	Fauler Zauber	Jerry Cotton	Cotton, Jerry	1056019793	2010	Jerry Cotton	krimi	Bastei	restricted	31851				
k00300000879	Der Millionär aus dem Zuchthaus	Jerry Cotton	Cotton, Jerry	1056019794	2010	Jerry Cotton	krimi	Bastei	restricted	31111				
k00300000880	Auf wen der Tod wartet	Jerry Cotton	Cotton, Jerry	1056019795	2010	Jerry Cotton	krimi	Bastei	restricted	33812				
k00300000881	Hetzjagd durch die Zeit	Rank Rehfeld	Rehfeld, Frank		1993	Dino-Land	abenteuer	Bastei	restricted	34451				
k00300000882	Immer wenn der Sturm kommt	O.S. Winterfield	Hatfield, Anne		1974	Die schwarzen Perlen	romantic suspense	Bastei	restricted	36800				
k00300000883	Der Sohn des Kometen	Hugh Walker	Walker, Hugh		1980	Mythor	fantasy	Pabel Moewig	restricted	31883				
k00300000884	Auf eigene Rechnung	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	32416				
k00300000885	Bilder töten nicht	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	29733				
k00300000886	Bist du der Nächste?	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	33816				
k00300000887	Blood Song	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	34439				
k00300000888	Blutiger Schnee	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	33267				
k00300000889	Cutters Weg	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	30492				
k00300000890	Das Beten und das Sterben	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	32342				
k00300000891	Datenströme können tödlich sein	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	32757				
k00300000892	Der Freund meines Feindes	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31405				
k00300000893	Der Millionär aus dem Zuchthaus	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31110				
k00300000894	Der Rattenprinz	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	29273				
k00300000895	Der Stich der Wespe	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	33531				
k00300000896	Der Wall Street Anschlag	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	33139				
k00300000897	Diamanten für die Ewigkeit	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	29876				
k00300000898	Die Macht des Schweigens	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	30233				
k00300000899	Die Wächter Amerikas	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	34085				
k00300000900	Eine Falle für den Tod	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	48736				
k00300000901	Eine Leiche ist gut fürs Geschäft	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	32825				
k00300000902	Fauler Zauber	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31850				
k00300000903	Im Zeichen der 13	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	3267				
k00300000904	In Brooklyn tickt die Killeruhr	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31836				
k00300000905	Kap ohne Hoffnung	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31136				
k00300000906	Kein Deal für den Ripper	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31133				
k00300000907	Mord in der 2. Position	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31733				
k00300000908	Nimm das Geld und flieh!	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	33283				
k00300000909	Opfer können keine Rache nehmen	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31442				
k00300000910	Potent wie der Tod	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	33239				
k00300000911	Rache hat kein Verfallsdatum	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	32076				
k00300000912	Randalls Rudel	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31119				
k00300000913	Raubtiere auf dem Catwalk	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31236				
k00300000914	Speed-Dating mit einem Killer	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	31534				
k00300000915	Tote vergeben nie	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	34439				
k00300000916	Tu Buße und stirb	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	30859				
k00300000917	Unerwünschte Einmischung	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	30618				
k00300000918	Wenig mehr als das Leben	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	32728				
k00300000919	Wir unter Mordverdacht	Jerry Cotton	Cotton, Jerry			Jerry Cotton	krimi		restricted	30668				
k00300000920	Der Sohn des Kometen	Hugh Walker				Mythor	fantasy		restricted	31882				
k00300000921	Insel des Schreckens	Hans W. Wiener				Mythor	fantasy		restricted	30195				
k00300000922	Die Tochter des Kometen	Paul Wolf				Mythor	fantasy		restricted	31506				
k00300000923	Die Horden der Schattenzone	Horst Hoffmann				Mythor	fantasy		restricted	30783				
k00300000924	Inseln im Chaos	Peter Terrid				Mythor	fantasy		restricted	29209				
k00300000925	Meuterei auf der Luscuma	W. K. Giesa				Mythor	fantasy		restricted	30431				
k00300000926	Inscribe, die Löwin	Peter Terrid				Mythor	fantasy		restricted	29836				
k00300000927	Im Schatten der Schlange	Hugh Walker				Mythor	fantasy		restricted	32942				
k00300000928	Die Wiege des Bösen	Hugh Walker				Mythor	fantasy		restricted	32317				
k00300000929	Der Thron des Haryion	Hubert Haensel				Mythor	fantasy		restricted	29641				
k00300000930	Der Menschenjäger	Horst Hoffmann				Mythor	fantasy		restricted	31121				
k00300000931	Der Götterbote	Peter Terrid				Mythor	fantasy		restricted	30065				
k00300000932	Die Peitschenbrüder	Horst Hoffmann				Mythor	fantasy		restricted	31675				
k00300000933	Der neue Herrscher	Hans Kneifel				Mythor	fantasy		restricted	27242				
k00300000934	Das Grab des Tauren	Hugh Walker				Mythor	fantasy		restricted	32814				
k00300000935	Der magische Bann	Paul Wolf und Hugh Walker				Mythor	fantasy		restricted	31680				
k00300000936	Das Feuer der Zeit	Paul Wolf				Mythor	fantasy		restricted	32394				
k00300000937	Traumlawine	Hubert Haensel				Mythor	fantasy		restricted	29806				
k00300000938	Die magische Fessel	Horst Hoffmann				Mythor	fantasy		restricted	30964				
k00300000939	Die Todespfeiler	Hans Kneifel				Mythor	fantasy		restricted	28894				
k00300000940	Herrscher im Unsichtbaren	Peter Terrid				Mythor	fantasy		restricted	31086				
k00300000941	Die Elvenbrücke	Hugh Walker				Mythor	fantasy		restricted	30701				
k00300000942	Das sterbende Land	Paul Wolf				Mythor	fantasy		restricted	32579				
k00300000943	Der Wolfsmann	Horst Hoffmann				Mythor	fantasy		restricted	31489				
k00300000944	Das Crusenriff	Hubert Haensel				Mythor	fantasy		restricted	29133				
k00300000945	Der siebte Kristall	Horst Hoffmann				Mythor	fantasy		restricted	31769				
k00300000946	Der Hexer von Quin	Hans Kneifel				Mythor	fantasy		restricted	29922				
k00300000947	Duell der Steinmänner	Peter Terrid				Mythor	fantasy		restricted	31271				
k00300000948	Zeichen des Lichts	Paul Wolf				Mythor	fantasy		restricted	32406				
k00300000949	Der Wettermacher	Hugh Walker				Mythor	fantasy		restricted	31403				
k00300000950	Die Toteninsel	Hubert Haensel				Mythor	fantasy		restricted	27918				
k00300000951	Das Dämonentor	Hubert Haensel				Mythor	fantasy		restricted	27491				
k00300000952	Jäger des Einhorns	Hans Kneifel				Mythor	fantasy		restricted	29400				
k00300000953	Fluch über Nykerien	Peter Terrid				Mythor	fantasy		restricted	31009				
k00300000954	Althars Wolkenhort	Horst Hoffmann				Mythor	fantasy		restricted	31801				
k00300000955	Das Auge des Kriegers	Hugh Walker				Mythor	fantasy		restricted	31689				
k00300000956	Der goldene Strom	Paul Wolf				Mythor	fantasy		restricted	31477				
k00300000957	Raub der Zauberkristalle	Horst Hoffmann				Mythor	fantasy		restricted	30548				
k00300000958	Der Todesstern	Hubert Haensel				Mythor	fantasy		restricted	29181				
k00300000959	Der unsichtbare Feind	Hans Kneifel				Mythor	fantasy		restricted	28239				
k00300000960	Die Unberührbaren	Peter Terrid				Mythor	fantasy		restricted	30498				
k00300000961	Darkons Tod	Hubert Haensel				Mythor	fantasy		restricted	28458				
k00300000962	Heerführer der Finsternis	Hugh Walker				Mythor	fantasy		restricted	31171				
k00300000963	Der Berg des Lichts	Hans Kneifel				Mythor	fantasy		restricted	29268				
k00300000964	ALLUMEDDON	Paul Wolf				Mythor	fantasy		restricted	30540				
k00300000965	Der magische Turm	Hugh Walker				Mythor	fantasy		restricted	31259				
k00300000966	Am Anfang war das Chaos	Hans Kneifel				Mythor	fantasy		restricted	30346				
k00300000967	Fluch der Hestande	Hugh Walker				Mythor	fantasy		restricted	32270				
k00300000968	Unabitt, der Henker	Peter Terrid				Mythor	fantasy		restricted	32051				
k00300000969	Die Himmelsfestung	Hubert Haensel				Mythor	fantasy		restricted	30624				
k00300000970	Wald der Masken	Horst Hoffmann				Mythor	fantasy		restricted	32298				
k00300000971	Die Trugburg	Horst Hoffmann				Mythor	fantasy		restricted	32359				
k00300000972	Das Spiel der Götter	Hans Kneifel				Mythor	fantasy		restricted	30679				
k00300000973	Geist der Aegyr	Hugh Walker				Mythor	fantasy		restricted	32359				
k00300000974	In den Klüften der Unterwelt	Peter Terrid				Mythor	fantasy		restricted	31419				
k00300000975	Der Herr des Chaos	Hubert Haensel				Mythor	fantasy		restricted	29294				
k00300000976	Stadt der Piraten	Paul Wolf				Mythor	fantasy		restricted	32904				
k00300000977	Drachenland	Paul Wolf				Mythor	fantasy		restricted	32371				
k00300000978	Die Schatten von Rhim	Paul Wolf				Mythor	fantasy		restricted	31708				
k00300000979	Der Drachenclan	Horst Hoffmann				Mythor	fantasy		restricted	30487				
k00300000980	Die Pranke des Löwen	Hans Kneifel				Mythor	fantasy		restricted	31026				
k00300000981	Die Schlangengrube	Hans Kneifel				Mythor	fantasy		restricted	29996				
k00300000982	Der Einhornfriedhof	Peter Terrid				Mythor	fantasy		restricted	31298				
k00300000983	Der Sturz des Falken	Hubert Haensel				Mythor	fantasy		restricted	29597				
k00300000984	Exodus der Drachen	Horst Hoffmann				Mythor	fantasy		restricted	29895				
k00300000985	Das Herz der Schlange	Hans Kneifel				Mythor	fantasy		restricted	29529				
k00300000986	Bruder der Wölfe	Peter Terrid				Mythor	fantasy		restricted	31912				
k00300000987	Der Fall von Thormain	Paul Wolf				Mythor	fantasy		restricted	32378				
k00300000988	Das Heer der Ahnen	Peter Terrid				Mythor	fantasy		restricted	31702				
k00300000989	Monument der Finsternis	Hubert Haensel				Mythor	fantasy		restricted	30021				
k00300000990	Scharen des Schreckens	Peter Terrid				Mythor	fantasy		restricted	32047				
k00300000991	Spur der Albträume	Peter Terrid				Mythor	fantasy		restricted	30417				
k00300000992	Tanz der sieben Monde	Peter Terrid				Mythor	fantasy		restricted	31381				
k00300000993	Verbotene Träume	Hans Kneifel				Mythor	fantasy		restricted	29928				
k00300000994	Töchter der Vanga	W. K. Giesa				Mythor	fantasy		restricted	30230				
k00300000995	Der Rote Eroberer	Hubert Haensel				Mythor	fantasy		restricted	30290				
k00300000996	Eine Stätte des Lichts	Hubert Haensel				Mythor	fantasy		restricted	29903				
k00300000997	Masken des flammenden Todes	Hans Kneifel				Mythor	fantasy		restricted	30686				
k00300000998	Die Ebene der Krieger	W. K. Giesa				Mythor	fantasy		restricted	30736				
k00300000999	Hüter des magischen Schatzes	Hans Kneifel				Mythor	fantasy		restricted	28974				
k00300001000	Geburt einer Legende	W. K. Giesa				Mythor	fantasy		restricted	29836				
k00300001001	Rauhnacht	Hubert Haensel				Mythor	fantasy		restricted	30295				
k00300001002	Traumwelt	Peter Terrid				Mythor	fantasy		restricted	30200				
k00300001003	Die Söhne des Kriegers	Hans Kneifel				Mythor	fantasy		restricted	30043				
k00300001004	Im Verbotenen Land	Hans Kneifel				Mythor	fantasy		restricted	30216				
k00300001005	Die Arena von Alef	W. K. Giesa				Mythor	fantasy		restricted	30795				
k00300001006	Xatan schlägt zu	W. K. Giesa				Mythor	fantasy		restricted	30072				
k00300001007	Der Wall und das Mausoleum	Hans Kneifel				Mythor	fantasy		restricted	29188				
k00300001008	Der Krieger erwacht	Peter Terrid				Mythor	fantasy		restricted	30799				
k00300001009	Das Turnier der Caer	W. K. Giesa				Mythor	fantasy		restricted	29215				
k00300001010	Gorgans Heer	Hubert Haensel				Mythor	fantasy		restricted	29828				
k00300001011	Durch die Hirdanai	Hubert Haensel				Mythor	fantasy		restricted	30364				
k00300001012	Rückkehr des Alleshändlers	Hans Kneifel				Mythor	fantasy		restricted	30463				
k00300001013	Die Schlacht um Skarpalien	Hans Kneifel				Mythor	fantasy		restricted	29732				
k00300001014	Das steinerne Buch	W. K. Giesa				Mythor	fantasy		restricted	29411				
k00300001015	Kristallmond	W. K. Giesa				Mythor	fantasy		restricted	30678				
k00300001016	Die Ruinen von Ptaath	Peter Terrid				Mythor	fantasy		restricted	30900				
k00300001017	Der Kreis der Zaubermütter	Peter Terrid				Mythor	fantasy		restricted	30858				
k00300001018	OCCUNOSTA	Hans Kneifel				Mythor	fantasy		restricted	29890				
k00300001019	Nomaden des Meeres	Hubert Haensel				Mythor	fantasy		restricted	29278				
k00300001020	Das verwunschene Tal	Hans Kneifel				Mythor	fantasy		restricted	29352				
k00300001021	Kampf um Caer	Hubert Haensel				Mythor	fantasy		restricted	29702				
k00300001022	Flammen über stong-nil-lumen	Hans Kneifel				Mythor	fantasy		restricted	30203				
k00300001023	Sternenfall	W. K. Giesa				Mythor	fantasy		restricted	29380				
k00300001024	Nykerien erwacht	Hubert Haensel				Mythor	fantasy		restricted	30208				
k00300001025	Die Flotte der Caer	Horst Hoffmann				Mythor	fantasy		restricted	31885				
k00300001026	Der Mann auf dem Einhorn	Hans Kneifel				Mythor	fantasy		restricted	29566				
k00300001027	Der Schwefelfluss	Hubert Haensel				Mythor	fantasy		restricted	30179				
k00300001028	Das Nest der Nadelschlange	Hubert Haensel				Mythor	fantasy		restricted	31212				
k00300001029	Befehle aus der Schattenzone	Peter Terrid				Mythor	fantasy		restricted	30075				
k00300001030	Zweikampf der Zauberer	Peter Terrid				Mythor	fantasy		restricted	30244				
k00300001031	Die Kundschafter	Hans Kneifel				Mythor	fantasy		restricted	29016				
k00300001032	Im Niemandsland	Hans Kneifel				Mythor	fantasy		restricted	29051				
k00300001033	Kämpfer der Lichtwelt	Paul Wolf				Mythor	fantasy		restricted	30813				
k00300001034	Der Kleine Nadomir	Neal Davenport				Mythor	fantasy		restricted	30925				
k00300001035	Die Straße des Bösen	Horst Hoffmann				Mythor	fantasy		restricted	31920				
k00300001036	Die Goldene Galeere	Paul Wolf				Mythor	fantasy		restricted	33602				
k00300001037	König Mythor	Horst Hoffmann				Mythor	fantasy		restricted	31920				
k00300001038	Der Glücksritter	Hans Kneifel				Mythor	fantasy		restricted	28941				
k00300001039	Das Orakel von Theran	Paul Wolf				Mythor	fantasy		restricted	31065				
k00300001040	Stein der Dämonen	Hubert Haensel				Mythor	fantasy		restricted	30581				
k00300001041	Drachenflug	W. K. Giesa				Mythor	fantasy		restricted	30775				
k00300001042	Das Tor des Südens	Neal Davenport				Mythor	fantasy		restricted	30291				
k00300001043	Die Inseln der Verfemten	Peter Terrid				Mythor	fantasy		restricted	31150				
k00300001044	Der Koloss von Tillorn	Peter Terrid				Mythor	fantasy		restricted	30519				
k00300001045	Der Meisterdieb	Hans Kneifel				Mythor	fantasy		restricted	29348				
k00300001046	Die drei Dämonischen	Hans Kneifel				Mythor	fantasy		restricted	28546				
k00300001047	Der wahnsinnige Xandor	Paul Wolf				Mythor	fantasy		restricted	31113				
k00300001048	Treibgut der Strudelsee	Horst Hoffmann				Mythor	fantasy		restricted	32271				
k00300001049	Insel der Träumer	Horst Hoffmann				Mythor	fantasy		restricted	32839				
k00300001050	Schattenjagd	Paul Wolf				Mythor	fantasy		restricted	32048				
k00300001051	Am Kreuzweg der Lichtwelt	W. K. Giesa				Mythor	fantasy		restricted	31214				
k00300001052	Piraten der Wüste	W. K. Giesa				Mythor	fantasy		restricted	30684				
k00300001053	Die Eiskrieger	Hubert Haensel				Mythor	fantasy		restricted	29287				
k00300001054	Prinz der Düsternis	Horst Hoffmann				Mythor	fantasy		restricted	32817				
k00300001055	Unter dem Schwertmond	Hans Kneifel				Mythor	fantasy		restricted	28952				
k00300001056	Die Waffen des Lichtboten	Hans Kneifel				Mythor	fantasy		restricted	28820				
