	A0_k00300001136..tsv	B1_k00300001154..tsv	B3_1025693256.tsv	B3_1025686810..tsv	A0_k00300000031..tsv	B1_k00300001173.tsv	A0_k00300000069.tsv	A0_k00300000024..tsv	A0_k00300001175.tsv	A0_k00300000839.tsv	B3_k00300000067..tsv	A0_k00300000043..tsv	B3_k00300001140.tsv	A0_k00300000088..tsv	A0_k00300000090..tsv	B2_k00300001178.tsv	A0_k00300000073.tsv	A0_k00300000011.tsv	A0_k00300000087.tsv	A0_k00300001174.tsv	A0_k00300000033.tsv	A0_k00300001177..tsv	A0_k00300001150..tsv	B2_k00300000096.tsv	A0_k00300000080.tsv	B1_k00300000857.tsv	B1_k00300001141.tsv	B1_k00300000085..tsv	B1_k00300000058..tsv	A0_k00300000065.tsv	A0_k00300001172..tsv	A0_k00300000072.tsv	A0_k00300001135.tsv	B2_k00300000013.tsv	B1_k00300000038.tsv	A0_k00300001143.tsv	B2_k00300001161.tsv	A0_k00300000064..tsv	A0_k00300000048..tsv	A0_k00300000076..tsv	B1_k00300001139..tsv	B1_k00300000026.tsv	B1_k00300000855..tsv	A0_k00300000848.tsv	A0_k00300000035..tsv	A0_k00300000849.tsv	B1_k00300000055.tsv	A0_102568611X.tsv	B1_k00300000003.tsv	B1_k00300001158.tsv	A0_k00300000052..tsv	A0_k00300000091..tsv	A0_k00300000036..tsv	A0_k00300000870.tsv	B1_k00300000023..tsv	A0_1025686527.tsv	B3_k00300000040..tsv	A0_k00300000054.tsv	B2_1025686411.tsv	B2_k00300000041..tsv	A0_k00300000863.tsv	A0_k00300000002.tsv	B2_k00300001155.tsv	A0_k00300000075..tsv	B1_k00300001166.tsv	A0_k00300000864.tsv	B1_k00300000852..tsv	A0_k00300000016..tsv	A0_k00300001160.tsv	B1_k00300000066.tsv	B3_k00300000032.tsv	B1_k00300000077..tsv	B2_k00300000866.tsv	B1_k00300000010.tsv	A0_k00300000861..tsv	B1_k00300001137.tsv	B1_k00300001183.tsv	A0_k00300000022..tsv	B1_k00300001157.tsv	A0_k00300001151.tsv	A0_k00300001163.tsv	A0_k00300000001.tsv	B1_k00300000062.tsv	B2_k00300000037.tsv	B1_k00300000092.tsv	A0_1025686357..tsv	A0_k00300000012.tsv	B3_k00300000086.tsv	A0_k00300000854.tsv	B3_k00300001134.tsv	B1_k00300000007..tsv	A0_k00300000049.tsv	B2_k00300000018.tsv	A0_k00300001159..tsv	B2_k00300000006.tsv	B1_k00300000842..tsv	B1_k00300000844.tsv	B1_k00300001181.tsv	B1_k00300001164.tsv	A0_k00300001153.tsv	A0_k00300000028..tsv	A0_k00300000030..tsv	A0_k00300000089.tsv	B1_k00300001169..tsv	B2_k00300000004..tsv	A0_k00300000029..tsv	A0_k00300000858.tsv	A0_k00300001152.tsv	A0_k00300000046.tsv	A0_k00300000056.tsv	B2_k00300000859..tsv	B1_k00300000847.tsv	B1_k00300000867.tsv	B1_k00300000841.tsv	B2_k00300000017..tsv	B1_k00300001171.tsv	A0_k00300000084..tsv	B3_k00300000059..tsv	B1_1025686926.tsv	A0_k00300000845.tsv	A0_k00300000045.tsv	A0_k00300001149..tsv	A0_k00300000053.tsv	B1_k00300000846.tsv	B3_k00300000082..tsv	B1_k00300000057.tsv	A0_k00300001179.tsv	A0_k00300000840.tsv	A0_k00300001176.tsv	A0_k00300000078.tsv	A0_k00300001168.tsv	A0_k00300000050.tsv	B3_k00300000068.tsv	A0_k00300000093.tsv	B2_k00300000020.tsv	B1_k00300001138.tsv	B1_k00300001147..tsv	B1_k00300001180.tsv	B3_k00300000083..tsv	B1_k00300000047.tsv	A0_k00300000070.tsv	B3_k00300000027.tsv	B3_1025686667.tsv	B1_k00300000095..tsv	B1_k00300000034.tsv	A0_k00300000851..tsv	A0_k00300000081.tsv	B1_k00300001142.tsv	B3_k00300000063..tsv	B3_k00300000014.tsv	A0_1025692829.tsv	B2_k00300001146.tsv	B1_k00300000019..tsv
A0_k00300001136..tsv	0.0	39.40256279223822	38.690304299345186	38.81817983955892	40.061349499803235	40.44946233161998	37.34997680206969	38.05008224243389	38.35739235958787	38.35584000500877	40.088868126734646	39.50481919533069	38.47720746769035	37.76429246787709	39.040726558389984	39.37585676676822	37.96591855126626	38.56870727295376	39.278423755067216	39.099765323120074	38.82621243849045	41.12241807478357	41.953374848985476	38.21159933546659	38.2822569790566	39.20604576178131	39.054663203058404	37.72131390966111	40.72373573297628	40.452572595937404	38.43820235740543	39.69423626137569	39.194333957322584	39.51183543526938	38.583159172739755	41.266002459734466	38.25711712155737	43.07890490287054	38.628184289949154	39.55560079664924	41.87647503926519	37.513769770175294	37.43133388193642	40.25137295973527	39.04302327245301	41.089995807423186	41.40647555856752	38.92476427728265	37.964463559867696	39.12192077631093	39.625086229723564	39.37917166824091	39.15026870320548	36.44173480399954	38.194653548183496	40.42463252990442	40.63024495828437	39.3545567054827	39.239189817377515	40.112688038299716	39.26516213682174	40.042048914959636	38.86931376906123	40.83461935447801	39.97184185731973	39.180735615706105	39.584641285357314	37.31731394383015	38.33716163962799	38.92393155035529	39.92038810188649	40.37936945864075	41.25957016106056	39.09305055981107	40.91403160814362	39.39684256527951	40.24970371040573	37.52559511447339	39.02299713883985	40.26537869359211	40.37376231810741	40.5270572996966	40.12259131590939	40.536201373319905	38.57808935961348	38.05022623828104	37.736378569923794	41.3962288323993	38.85767760932797	38.071036092629015	39.094637391979575	38.792795032211906	37.837708198981645	41.6367262140878	40.59940137107165	38.74136378820481	39.49570953429122	39.71362199475791	40.26083781544648	39.04270049051843	36.667878491381984	39.816192422053	39.51700390115591	43.53728702183146	38.95163765687221	37.10686871153017	40.65758470291118	42.98428832765392	38.760751379799714	38.865448421757684	38.917657569597466	38.879180534207414	37.98764479344018	39.290045417125114	38.2834223831635	38.237062550893235	38.819810414645076	40.707551860711725	39.54508891840444	40.57937758336309	39.29135632906394	43.07833123686497	39.48327917018801	40.659679840717445	40.44361403077622	38.743298244150104	38.301091871239365	39.00820670076895	42.33271392007571	39.8804524032479	39.27377228044704	38.02883774382212	40.95304062150878	40.175203672747465	39.142172943679874	38.65371616758893	40.372526007967984	39.03423134252611	38.325690944645515	38.79818714176055	38.16648489022745	40.235398531513475	39.20868111860145	38.097192696132524	39.14058512151191	38.077773667129854	39.27981500362097	40.64287238088012	38.88807217051783	37.12023285544874	39.20681473245844	38.72829838453378	37.11888795209756
B1_k00300001154..tsv	39.40256279223822	0.0	31.75447632364511	33.92648856944991	36.973796701601685	36.07988199245849	33.388246806744355	33.73053594169509	33.81771757567834	33.174747676117185	36.42270646940483	36.77870782533064	34.10192472910771	35.72392483553904	34.11672472588084	36.52565962727106	32.33788276422165	36.25267809302106	35.4043608201637	35.50231714112254	35.77346676986206	39.1612059304404	39.48804667772921	33.5989025829794	34.51590274105505	33.57179979728092	34.62114836209634	33.66455463694537	37.948169664123135	34.57251283305923	31.337065817973183	35.5907579801562	35.02363217567378	35.262627712393524	34.04295204619633	36.782126845257615	33.06513771692311	41.3652257214346	34.48492223637364	36.23797425111094	38.540618920793534	34.18941206419711	34.70037434864109	37.01203089454384	32.31220651697308	37.74822001960169	35.74856432886141	32.87866132459381	33.880642709069804	35.69365831501196	36.873662791885224	35.11956507782006	34.39862352980771	32.44337728903248	32.48604220693941	33.53147607114259	38.10058452650529	36.00671410559574	32.21813231679108	36.971719366487115	34.3973084002414	33.54246518521682	33.067509500310756	38.47015476481611	35.24790089315938	32.088434323106	35.62962723186222	32.90779284209054	34.38586868578063	33.18452472546429	34.64190177598941	37.56351724248119	35.68667867971265	31.980650055419904	37.420617629456906	35.510690527853086	36.813050708652575	34.27810912127283	35.60528903018356	34.80054367449539	37.07227733371879	35.162604448839204	34.92162400211382	36.179539145935536	33.677936886019964	33.096054991505774	33.78832542034328	34.55885961744081	34.20908147398695	32.05329807368178	35.75377770012683	33.57073490756336	34.33017380377708	37.545861975419	36.27422371651199	34.79395859771775	35.618254695482534	35.36355223988664	34.63452691590641	34.707837549469055	31.86971238475121	38.42240714736927	33.86837130496501	40.87806723469326	36.7739426255008	31.27448549752455	36.208583709010306	38.997152151081714	33.280907421868825	33.67052661865577	34.08521299981218	34.31696578751454	33.90688377928746	35.024896745436614	33.873267255956655	35.69390190039541	36.45474507544316	39.368164771305324	32.996225392883076	35.23210919015008	32.56596859863503	41.45763880178724	34.605966768813154	36.200461585292636	36.81792565806256	33.43748557338522	33.72549404978961	33.988307960523954	39.97529031641749	34.83374179152098	34.015595145129666	31.885114220473312	37.49309566275494	34.921720684925276	33.95637316601542	35.424383043371236	37.01062068960063	34.93930027864114	35.56202057091459	35.01258057916401	32.629710381750584	36.1752303622816	32.099134793931434	32.83151510282248	34.5832203545493	32.849165593748275	35.35726085244504	36.87101774397205	35.26851697442728	32.601796288746314	33.02285640990052	33.916839534216436	32.79892859529641
B3_1025693256.tsv	38.690304299345186	31.75447632364511	0.0	32.30457213919629	35.68457099029599	34.32854822301891	28.56513158731865	28.14384475057836	29.40757443139526	28.360814919287645	35.519941193939246	35.46495385255129	31.545635659309635	34.595974081946096	31.747418650091383	33.54625991912994	28.827248308951212	30.49343836365796	31.703810242240124	31.238166556762945	34.066529337426964	37.537782000882174	38.50102394787497	29.88564580880327	31.694684576495845	27.683229397261474	29.4433050389981	28.62422063544652	36.5846896566101	30.301020715284615	24.787885610263444	32.59310043151699	32.47657772846501	31.838733282422307	29.194401378407218	34.96292857558366	29.6407096043694	39.393291325309335	30.17198096579208	35.98607925975003	36.94974064771357	28.497580329666686	30.88020136226204	33.525439871893205	26.722525308893058	35.43133369438256	33.354291157927335	25.24342753468505	29.95100609009318	33.11088376698928	34.83343628165876	31.19420636067506	30.726278596455426	28.07192247468794	25.587996286189032	27.144555608672054	36.94380954574146	34.04112693712953	24.335324460358873	35.00544440013532	30.202286465227484	29.91680688571258	29.99204100589657	37.39521595104123	34.87687848225657	24.98909019166118	32.542375581180515	30.311686217855698	30.893003213871314	28.398804885883802	31.199161890646273	37.173507112585675	34.31170208121598	28.52652997403926	35.62645146776066	31.89040409155824	33.49476202134528	27.70613984319073	34.058140602647114	32.94572035958407	33.97127109409686	30.377217492157246	30.457913171875557	34.15883772285838	30.39727851297571	28.942008149214224	28.87359946280254	34.55655547382196	27.981634564411838	28.212936589604148	33.14903703315855	28.2491335784274	31.123693447838154	35.93833303024238	33.56516995097866	33.08685756036069	30.422836112969847	31.744193556117892	31.60237912837301	32.29769424749864	26.98878565562048	37.22860666021178	32.191863099739216	41.60603343248112	35.69379863308615	23.328367394121983	33.798539508307044	36.37196999019929	29.588280131319745	30.96594640183805	33.65073204177062	28.34511710472689	27.479756314678433	29.343052798718656	30.6402989524294	31.560189896045966	33.1537875481131	38.609013297092744	26.204814103724676	32.386505952555616	26.680050616996226	40.988726752929914	29.85491958704996	31.879542852690275	35.024507302457565	30.437938794742482	31.946411511957614	28.755269901938266	37.6197400524457	30.635357143414048	29.76720476388029	22.90980747228669	35.96776885203663	29.201574033742368	28.705902785075278	33.5579300658491	35.43057293925019	32.812190439391294	32.95711861550816	32.12005288764438	27.055071185497347	33.02538318743483	24.71124832848122	30.1114404166315	25.30643372573756	30.632056102714262	30.660014517304553	33.68215904609434	30.402979980366062	27.627268694427883	25.29020589107805	31.86700019583084	31.967285101178273
B3_1025686810..tsv	38.81817983955892	33.92648856944991	32.30457213919629	0.0	36.436028532883455	36.17759736787843	31.65853458432323	33.23141366897081	33.726643944560735	32.149088606293766	36.15598383207782	34.98135625821955	33.18921571488337	34.875481289493806	33.70389940085751	34.04277146336087	33.51579174503765	33.60672042967294	34.991838806844186	34.51890293849594	34.396738033507056	37.931583562214705	39.73776191097783	33.465707659809745	33.57360225236404	33.16363710325887	33.32550653443553	33.311506945290596	36.567342778540755	33.56060034951979	31.2034332299761	36.124116750688664	33.88648441495433	35.90969980508397	33.28882806009978	37.865190791378254	33.42377758418292	40.55960723236416	33.61431630341879	37.13319128682644	39.21568001573681	33.351431383766716	33.78353861691685	35.367458346246764	30.69142129044506	36.415219065228904	35.96829831325128	32.45768680826647	31.690473097005754	35.10606307736763	37.75360509757959	33.397339192333824	33.51821036848295	32.88307371352419	31.153807539640997	31.878304192769367	37.92573561417649	35.78702989403522	31.571642470534318	35.992194021914955	33.17423572846336	33.028230034421725	33.21573077437317	37.75776138157649	36.11826733953208	31.36718355305558	35.196150298078884	33.10761169576764	34.636019432603824	32.42834341198046	34.10631465411797	38.50772560792966	36.99822766550185	32.90307111507936	37.81346246058612	33.95937001407407	36.20518206317493	33.702850575098616	36.30540350445782	35.85539199851889	35.28098555630605	35.61780841430577	33.30443470631202	37.71029167549736	34.38953691355774	31.248175307758675	33.31284941293508	36.91930195634817	32.42261180033306	31.595268626792596	36.43301561760535	32.75312402530669	33.9113996575649	37.6167672235614	36.239527376274346	35.947140735855584	35.20533125298679	34.8191385209984	34.64317809475838	33.39183519288796	31.18186026297895	37.24132558041349	34.421906147904686	40.613534066238785	37.34193307244323	31.54062328573973	35.89374249496304	38.27132534988954	32.26544890652604	32.750027855586445	35.46428533574159	31.818342238453816	31.351002313303052	32.865619296554534	33.06174753551033	33.82276012848465	35.34931065324527	39.01244598044929	33.82674683682521	33.967582108148264	31.551351661061073	41.363678473048665	34.66509960675356	34.8663402128561	36.40074302730071	34.54181855042254	34.351251722877954	33.426377726503695	38.849787247278975	33.19071180911887	32.687728812526444	31.217550715530134	37.15020887398753	33.340630684717695	33.148033579831214	34.70696633967266	36.621944655376396	35.56573787705296	35.14016557485028	33.803716673898094	31.11958831842855	34.970986455512886	30.83413324157527	32.37716445400444	32.76165382493159	34.246329930710644	34.09284431318834	36.67318901459469	33.537937035041466	32.48622632244752	32.5103479508876	33.5007284861118	33.68321613330004
A0_k00300000031..tsv	40.061349499803235	36.973796701601685	35.68457099029599	36.436028532883455	0.0	38.39597043147936	36.23232769144789	35.0246886486783	37.152299179966825	36.824087977563124	37.354123918261394	37.11345476775427	36.40800651570532	37.917359841841396	36.98695003054296	38.73816137798144	37.93918316455036	36.739117824172595	36.68990574321884	37.55302086702332	36.89137485553174	39.54557290199872	39.448247974351126	35.78283785514428	36.5553277024654	36.616859832977	36.26287669556935	35.8886565955911	38.291034888957604	38.39543526913644	34.770580093518596	37.45155875497048	37.49669844640753	37.84969686938045	36.45885426585319	38.429653804908654	36.57828021481931	41.784875061185325	36.68786690452385	38.811907315240205	39.972714166586144	37.414968697849915	36.401242856993235	39.33478209773824	35.58863688328573	39.750036101606334	39.26758563028076	37.63808698118261	36.3429432807112	38.353654751095064	37.609012098131274	36.349282114384714	36.31096963673983	36.444971675279284	35.722293617446795	36.26044270877471	39.262271009489375	38.52349607632401	36.06240466782168	39.30716178659341	36.58358155054918	38.3847845687686	36.56046271341395	39.6384812637335	39.80489163632357	36.19968489722092	37.80212224039265	35.45331833425581	37.519587291809955	36.30573115636345	37.35122750630782	39.66564959117056	39.56768105866494	36.744881265507914	38.75685158066167	38.04519734073347	38.9235072545296	34.233840428292154	38.84491302515215	37.981983030609065	39.096553072102594	38.75521683666996	38.46306256293992	38.41946287279117	36.877711280273104	34.87668048486692	35.66032671204548	39.07631726549169	35.86210535010702	36.26562749098712	36.91994578951177	35.6222309842882	37.20324768574539	39.060155754700006	39.20550485456666	37.181550524264566	38.07765656603861	36.936991924114636	37.21508487567329	35.97662462407672	35.227244062118146	39.49981010080598	38.463904421336174	42.09326289210114	38.81668111750346	35.29079230825985	38.85538710904309	39.658718001540386	36.29110886482081	37.389459735014356	37.541487113947106	35.93895921787692	36.59813061986453	37.497087778860966	37.05388427471846	36.96610716779305	36.99744409757812	40.18643789904355	36.60037093917426	37.695725930127786	37.0548402597939	41.68931290791803	38.00600347516249	38.78492149564966	39.22950222242706	37.861814382223415	37.30493709868518	37.08577496429314	40.684340137339746	37.880695810963914	37.23799178945458	35.58760039051159	40.39834249889888	38.39440141937745	35.55439576478447	37.33873878539565	38.35756512289466	37.650489858165805	37.897476169017395	37.106217063242084	36.17926381408608	39.04942232065451	36.43293557293103	35.46702966758415	36.26125913045425	36.347203747431884	36.226031238551656	37.922445635034684	35.90069504292296	35.669160777529584	36.43303507029147	36.27723817635008	36.295648061392924
B1_k00300001173.tsv	40.44946233161998	36.07988199245849	34.32854822301891	36.17759736787843	38.39597043147936	0.0	32.34858703086863	33.17574923180074	32.47469896197978	32.974297210001815	36.74862875248529	36.760050099375015	33.84854588020337	35.70775943672775	35.217513045859945	35.28160742545015	33.18373415778833	35.04320348611493	34.38227210359246	35.69918390242704	34.09750627889876	39.90072963745567	40.47609160745223	33.23265336106838	34.67300825921543	32.55958125148696	33.66275561605242	33.82746280281291	37.77273219210183	31.870168014343268	33.42421675725448	36.739505997304896	33.548037248491525	35.56818098808169	34.119203865671075	37.97341135607174	33.63587905681723	40.66060670586304	34.90380230839177	37.443334673837086	39.940042871799164	32.35778386650553	34.937884577654096	35.76820990616005	33.37053447054537	35.508050145760166	36.00078598799255	33.994322520110764	34.18620857548504	33.87990134677969	37.451298374909804	34.20231898289307	35.08926982961506	32.857100801062685	32.67033604892401	32.42726997156848	39.21324013082348	35.89924324393578	32.48254366831801	36.53620324381975	34.00336065074684	32.980348562815095	33.446159968099465	38.38677321927765	36.58679120774131	32.480401756718734	34.797144257424534	34.79629424626767	33.351056308808474	32.94016368228165	33.05981647272594	37.859188483344376	36.060923180663146	33.14874419935391	38.19054590755067	34.28884871354794	35.80350287428976	33.20965066430558	35.0982921038221	34.43672776172167	35.94377070835608	33.95934095257113	34.173003597222674	38.413065726260506	33.0525376190243	33.13323207613535	33.75936248366805	36.20517535263319	34.134694295199246	33.23720976699642	37.30576685884629	33.150953639749375	33.19195176895272	37.86426882979966	35.76859822413003	35.47031375354923	35.54370256874357	34.89551836140241	35.368547396256275	33.815096409330586	33.54306772076409	38.67285602174918	34.73117843099371	41.60730846930486	37.56420819795304	31.642346336672944	35.571883894986165	39.219635203129975	32.646432095277135	34.43806095386131	35.834662901959554	33.28710867569318	33.462957112997785	34.13212030991508	35.22473587790756	32.52233528346209	36.59138863237289	39.764801875007386	32.154542807114304	35.88905242489636	32.60270590738109	41.389320489085364	34.020409727891526	34.211835074432834	38.36580120999885	34.03824515590575	34.78468432884577	34.03317900110453	39.86416716048282	33.88609671383895	32.78447229244007	31.900957631401347	37.44290632278304	34.804363156544575	34.17127916536615	34.28567385003385	37.70432650325317	35.123577141942164	35.67776373875045	35.486249033205524	32.90112125176165	36.373818115564724	33.60290727339845	34.28787430863887	32.92637313491819	35.27812251806065	35.86375842240617	36.4513574669373	34.41694816064012	32.840514711691036	33.42815242704956	33.61273139835307	33.613487299436464
A0_k00300000069.tsv	37.34997680206969	33.388246806744355	28.56513158731865	31.65853458432323	36.23232769144789	32.34858703086863	0.0	28.25410024239316	31.18341693758641	30.23661511726095	35.3519478404989	34.42892309817079	31.643853058108675	34.84858276022796	32.53647806289871	32.990324160883375	30.675460590453167	31.381762467035593	32.92189051033813	31.82141663196342	33.033708821815424	37.76427708284836	38.34490529147738	29.497512357088343	31.830271659457132	30.02510484984981	29.786904933650504	30.586425441838042	36.30654494385754	30.553774040331227	27.677456939370472	33.536960390824895	31.17298833782717	32.41924598967376	31.544024247894562	35.15345544153875	30.321723852154037	39.26965516548878	30.902965518451428	34.65000189697366	37.80751934874237	29.385254737070117	31.313443252961772	32.384447514673525	28.377451410059265	35.59657427316275	34.066363894487246	28.420516535643646	30.849030832385335	32.42312342962281	35.312097519293104	32.149451375780906	31.059663717899323	28.649298687828683	28.31669096240719	28.681755799961007	36.90959104492447	34.91987591468685	28.078399907279657	35.261057043109766	31.68447389878567	31.19143121849103	30.674568223740504	36.62007603879401	33.36800871721097	26.836592048958593	33.302564259616574	31.420035193108127	31.837218031941454	29.22336717297246	30.960995324852064	36.272880860012215	34.4185131544179	29.150485559240106	35.03147512709975	31.30770943183366	33.15205615371899	29.694005193664125	33.81049057683897	31.80320867401034	34.74855920803054	32.47419339491582	31.044370635763766	35.94015221620697	30.370773552650597	28.965304441647312	31.13744863666722	33.43200257002261	29.522318978923277	29.958554971523363	34.35472493104422	28.99946468731902	31.55582135139024	35.27906893122818	34.09808716161963	33.47213029668598	31.955834293655503	32.840992950117354	32.37032871151964	31.677741544756582	29.312085618973633	36.32363572969208	32.531470384454096	39.76474723527915	35.59514153635186	27.022639564210632	34.21610577909078	36.92970427349782	30.405960241147937	31.3692447165543	33.858843337939895	29.500361555065854	29.347358879138465	31.55130051529361	31.42131336049447	30.853489723937123	33.7383396021568	38.66195730755612	29.191810468866624	32.0482267285491	28.159898409671626	40.76298348252955	31.505297707917016	32.76580178772408	35.83940988009601	31.874722939771182	33.16717030815122	30.652126340642557	37.93818980650804	30.786689105457057	30.273517706010537	26.842991692804897	34.254108676392384	30.694953861782885	30.913396992186502	32.65681305747001	34.89830377956493	33.29372918489108	33.27970874328001	32.54368625301574	29.782489814498117	34.298300374231616	28.727200081099127	30.097371667455693	29.25893279827967	32.115062993305905	32.39886750469824	34.09737526718065	30.209327177932867	28.843934098113166	28.180442995201883	31.317052972877644	31.302701969015676
A0_k00300000024..tsv	38.05008224243389	33.73053594169509	28.14384475057836	33.23141366897081	35.0246886486783	33.17574923180074	28.25410024239316	0.0	30.977198680086115	30.000147150426443	34.54585931185685	35.003258000854856	31.384781295067853	34.90676070463043	33.33716959752264	32.55237690835352	30.4272377324528	32.01361599065875	32.43067610669479	32.738455557049704	33.029451272020566	37.70509432953857	37.587773432411375	29.947713688586507	30.613595862857764	29.6920538935467	31.236538733047702	29.241533589289535	35.85362394741231	31.41737344798292	26.125496347043345	32.70408483718953	31.92478444947627	32.832482575049	30.649912749890046	34.018160334370066	29.143074316472962	38.86356194177795	32.327285113577965	35.0777648069494	37.44910817033207	30.419122635619043	30.76669975188327	33.69732854838397	28.69630201125392	34.48350939474479	34.859748125972374	29.208239851824388	30.40608766745215	31.71230193332996	35.09160530954982	31.612956294801226	30.136655582665544	30.252542182892277	28.581643981283655	28.27792815497865	36.90008541687773	33.753389485980506	28.049061246166346	35.39958255398337	31.3850029291348	31.2538039216505	31.724554839445968	37.42607801638152	34.88333756409743	28.70650509016403	33.69294518118685	30.925902330119083	31.838736261343303	29.153806546655574	31.827405742815618	35.62649415362405	33.137706574756855	30.210722483321003	34.82739835593004	31.862351969368266	33.87969160167769	27.4684827831592	34.460000812043184	33.32421590248763	33.75904979639202	33.43698521982611	32.02415601694078	36.244038004356334	32.121533818937046	29.739884774254577	30.631206877328953	34.09759879412595	29.022888290780696	30.02406222669228	33.69486300793112	29.624248944704153	31.965029051188683	34.400228840506365	33.982623727171394	33.230360009669425	31.876434250819973	32.16948852385238	33.26177285743914	31.975718039063693	28.437114708137738	35.96280486936454	32.7497338809456	39.8336910826161	35.468712087531614	27.769428754862854	33.098161695367104	35.83228761004465	30.111937734785602	31.457625542103326	34.09810155848928	29.020499903197653	28.314889324880482	31.77440647131623	30.841558749250904	31.038677886534376	32.741613154893976	38.4478903866952	28.95109404619788	32.625267202112674	31.009160260978796	40.090918789164384	32.012758389565704	33.13191642382516	36.086423280979865	32.192846235104376	33.26267105062709	29.609370799445234	37.640941494623874	31.285723555437563	29.65121663250182	25.946923389269216	34.92416313709692	31.357396318505568	31.180866459414084	32.814414630392776	35.412063270037144	33.72683242428239	31.58640113187763	33.02703835271189	29.351655248156028	33.222563463409195	29.091653715467178	30.550028235682852	28.924045075872172	30.95698649268549	32.066769116006604	34.21736011797694	31.28520148087422	29.218439823788287	27.952350401276043	32.394428248994345	31.576618139356462
A0_k00300001175.tsv	38.35739235958787	33.81771757567834	29.40757443139526	33.726643944560735	37.152299179966825	32.47469896197978	31.18341693758641	30.977198680086115	0.0	30.92008145640585	36.4992287973565	35.58481677979414	31.91307986251099	33.95669563691998	33.92110518908854	32.4848570260571	31.262459506638468	32.469083254197024	32.295557725952776	32.88413922620327	33.036554227600874	38.797804769016984	38.29045769175082	29.572610931317502	32.24756919497565	28.953190438342325	32.20341444321629	32.80314643066728	35.324693472987725	32.175439747566266	29.546540031483794	34.04657906485006	31.932899652275374	33.66453357117154	31.85614980921807	35.77917650453403	31.699174389112002	39.445203144469275	32.49271865392341	35.86165577141098	38.97222975131244	30.811946091549697	31.238841363251126	34.25923126680495	30.585420106545058	34.63813634084497	34.66940896271464	30.215339157302367	30.555586096754855	32.89660537470031	35.626575914822176	32.69772832135646	32.23626771704237	29.80190381340527	29.634992754252515	30.325446077219866	37.08485575281482	33.71530795848081	28.47963158340339	36.01526497805209	31.06640603662399	31.427662213827183	32.46757414683132	37.24747869096846	34.568584096801814	29.371193862208926	34.038766201990185	31.5845474297639	31.147235718409622	31.417746632455955	32.488316817096	36.92888008703147	34.96883933160545	29.776723695523795	35.38676517007224	32.64154357169302	33.31529707506047	31.371880202674266	33.37508006599231	33.626425269816686	34.54302578822059	30.829691859893668	32.275110287510934	35.359728711323065	32.035333964195395	31.33485822840455	30.346604963978756	34.585233395067064	32.063098106385524	29.38974033854403	33.95818426778683	31.65538124225597	32.69789454302119	35.51408323144273	34.919328093288584	34.72751536765178	33.056769005129105	32.93389287893302	33.80958542376303	32.17102578663688	29.856654908090363	35.72006767830721	31.914405579610303	39.45258630203914	35.466165974480965	28.008724762592312	34.9598583714001	37.05048835757472	30.636884555488372	32.27071502392611	33.87898839107848	31.667936490842866	31.27072011286645	31.183752127845914	32.58905066127274	32.570879507604374	34.599353328663916	38.394796816496914	29.414176444143568	34.0677095015747	29.934693953312305	40.38622635486777	31.898840671110325	32.45918779242712	35.02261738441707	31.57980816178559	32.67651443003736	30.688214501152714	38.64668143360312	31.807382643199382	29.664025064515922	27.809449180983094	35.68078444718042	32.14303202108916	33.30801045686864	31.6380734267162	36.17627144417825	34.24852587667524	31.85768331653243	32.81560098730703	28.9008756409931	34.61031121892936	29.43611786382242	31.887740803017632	29.292482520959524	32.246624227898025	32.969278511457105	34.472950047646805	33.475185096514366	30.039916382819552	29.086379706405967	30.568392844801924	31.48806235838934
